Denominação,Outro nome,NIF,Doc ID,Capital Social,Número de Acções/Quotas,Valor Nominal,Natureza,Objecto,CAE,CAE Secundário 1,CAE Secundário 2,CAE Secundário 3,Facto,Data do facto (publicação),Valor do Facto,Modalidade e forma de subscrição:,,Categorias,Ordinárias,Categoria A,Categoria B,Categoria C,Classe A1,Classe B1,Preferenciais,Classe D,Classe E,Classe F,Classe G,Classe H,Classe I,Classe J,Classe K,Classe L,Acções preferenciais sem voto,Classe Promotor,Emissão de Valores Mobiliarios (Montante),Valores Mobiliários Valor nominal/Preço de Exercício,Activo Subjacente,N.º de Valores a emitir
LIVE CONTENT S.A,,509034080,8,619450,619450,1,,,,,,,Aumento,28/07/2014,300000,em dinheiro e subscrito por um único accionista,,N,,,,,,,,,,,,,,,,,,,,,,
"USC INTERNACIONAL, S.A.",,509928471,1,216565,216565,1,Ao portador,"Prestação de serviços na área logística, armazenagem , transporte e distribuição de mercadorias de terceiros no país e no estrangeiro, gestão e consultoria de projectos de infra­estruturas, equipamentos, logistica e ambientais, apoio em regime directo ou de subcontratação a todas as áreas funcionais das empresas, nomeadamente serviços administrativos e de apoio interno tais como limpeza, manutenção, informática e outros. Detenção de participações sociais.",52291 - Organização do transporte,,,,Constituição,11/08/2011,216565,"Montante realizado: 64.969,50 euros",,,,,,,,,,,,,,,,,,,,,,,,
"USC INTERNACIONAL, S.A.",,509928471,3,966565,966565,1,,,,,,,Aumento,09/01/2012,750000,"dinheiro, mediante a emissão de 750.000 novas acções, com o valor nominal de 1,00 Euro, cada uma.",,N,,,,,,,,,,,,,,,,,,,,,,
E.A.D. - EMPRESA DE ARQUIVO DE DOCUMENTAÇÃO S.A.,,507616944,1,950000,190000,5,,"Gestão documental nas vertentes de custódia física e de backup media de arquivos, destruição segura de documentos e arquivos, digitalização de documentos , bem como consultoria em gestão documental e arquivistica e actividades conexas.","82990 - Outras actividades de serviços de apoio prestados às empresas, n. e",,,,Constituição,22/06/2006,950000,,,N,,,,,,,,,,,,,,,,,,,,,,
E.A.D. - EMPRESA DE ARQUIVO DE DOCUMENTAÇÃO S.A.,,507616944,6,1157815,231563,5,nominativas,,,,,,Aumento e Alteração,17/11/2014,207815,Realizado em numerário pela accionista Fundo de Capital de Risco capital Criativo I,,N,,,,,,,,,,,,,,,,,,,,,,
"FRIDAY: CIÊNCIA E ENGENHARIA DO LAZER, S.A.",,510445276,1,2000,2,(800; 1200),quotas,"Actividades de Investigação e de engenharia para concepção, projecto e desenvolvimento de dispositivos e equipamentos tecnologicamente evoluídos aplicados à prática de actividades de lazer, com particular ênfase na náutica de recreio e turismo. A empresa poderá ainda vender direitos de propriedade Intelectual sobre estes dispositivos e equipamentos e desenvolver actividades inerentes à sua fabricação e comercialização.",46690 - Comércio por grosso de outras máquinas e equipamentos,72190 - Outra investigação e desenvolvimento das ciências físicas e naturais,,,Constituição,12/11/2012,2000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"FRIDAY: CIÊNCIA E ENGENHARIA DO LAZER, S.A.",,510445276,3,50000,5000000,0.01,nominativas,,,,,,Aumento e Alteração,27/05/2014,48000,"Realizado quanto a 41.487,45 Euros em espécie e quanto 6 512,55 Euros em dinheiro pela entrada de três novos sócios; Marta Mascarenhas Versos Galvão Videira, NIF ­ 194 235 602, com a quantia de 0,01 Euros; Dália Maria Morais Monteiro, NIF ­189 586 591, com a quantia de 439,27 Euros e Fundo de Capital de Risco Turismo Inovação­FCR, gerido por Portugal Capital Ventures­ Sociedade de Capital de Risco, S.A. ­ NIPC ­ 502 206 128, com a quantia de 6.073,27 Euros.",,Y,4392673,607327,,,,,,,,,,,,,,,,,,,,
"FRIDAY: CIÊNCIA E ENGENHARIA DO LAZER, S.A.",,510445276,4,57085.02,5708502,0.01,nominativas,,,,,,Aumento,28/05/2015,7085.02,"Em numerário, pela emissão de 708.502 novas acções da categoria A, no valor nominal de 0,01 euros cada uma.",,Y,4392673,1315829,,,,,,,,,,,,,,,,,,,,
"FRIDAY: CIÊNCIA E ENGENHARIA DO LAZER, S.A.",,510445276,5,64170.04,6417004,0.01,,,,,,,Aumento,07/12/2015,7085.02,em numerário,,Y,4392673,2024331,,,,,,,,,,,,,,,,,,,,
"DTV RESEARCH, UNIPESSOAL LDA",,510302262,1,200000,2,"(190000, 10000)",quotas,Desenvolvimento de produtos e prestação de serviços de investigação e desenvolvimento em tecnologias de informação,62090 - Outras actividades relacionadas com as tecnologias da informação e informática,62010 - Actividades de programação informática,,,Constituição,29/06/2012,,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"DTV RESEARCH, UNIPESSOAL LDA",,510302262,5,200000,2,"(190000, 10000)",,,,,,,Alteração,19/05/2014,,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"GLOBAL INPAKT, S.A.",,510742971,1,50000,5000000,0.01,nominativas,"Prestação de serviços na área da criação, desenvolvimento e gestão de comunidades on­line, disponibilização de ferramentas de software de gestão através da Web, serviços de publicidade, marketing e comunicação quer por via web quer por via tradicional, actividades de processamento de dados e domiciliação de informação.","63110 - Actividades de processamento de dados, domiciliação de informação e actividades relacionadas",63120 - Portais web,,,Constituição,14/08/2013,50000,,,N,,,,,,,,,,,,,,,,,,,,,,
"GLOBAL INPAKT, S.A.",,510742971,3,55714.28,5571428,0.01,,,,,,,Aumento,03/07/2014,5714.28,Realizado em dinheiro por accionistas.,,Y,4000000,1571428,,,,,,,,,,,,,,,,,,,,
"GLOBAL INPAKT, S.A.",,510742971,4,0,0,0,,,,,,,Dissolução e liquidação,03/07/2014,,,,,,,,,,,,,,,,,,,,,,,,,,
"EXOGENUS THERAPEUTICS, S.A.",,513553142,1,1000,3,(950; 25; 25),quotas,desenvolvimento de novos produtos terapêuticos de natureza biológica,72110 - Investigação e desenvolvimento em biotecnologia,,,,Constituição,02/06/2015,10000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"EXOGENUS THERAPEUTICS, S.A.",,513553142,2,1001,4,"(950; 25; 25, 1)",quotas,,,,,,Aumento,23/10/2015,1,Realizado em dinheiro pela entrada do novo sócio Fundo de Capital de Risco Caixa Tech Transfer Accelerator Ventures.,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"EXOGENUS THERAPEUTICS, S.A.",,513553142,3,1101,4,"(950; 25; 25, 1001)",quotas,,,,,,Aumento,30/11/2015,100,"em espécie, através da conversão de suprimentos, efectuado pelo sócio FUNDO DE CAPITAL DE RISCO CAIXA TECH TRANSFER ACCELERATOR VENTURES com a criação de uma nova quota.",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"EXOGENUS THERAPEUTICS, S.A.",,513553142,4,50001,50001,1,,,,,,,Aumento,30/11/2015,48889.89,por incorporação de prémios de emissão e em dinheiro com entrada de novo sócio,,Y,45002,4999,,,,,,,,,,,,,,,,,,,,
"EXOGENUS THERAPEUTICS, S.A.",,513553142,5,60001,60001,1,,,,,,,Aumento,09/12/2015,10000,em dinheiro.,,Y,45002,4999,10000,,,,,,,,,,,,,,,,,,,
"BW - BRIDGES WORLDWIDE HOLDING, SGPS, S.A.",,509985394,1,3047337,3047337,1,nominativas,Gestão de participações sociais de outras sociedades como forma indirecta do exercício de actividades económicas.,64202 - Actividades das sociedades gestoras de participações sociais não financeiras,,,,Constituição,09/09/2011,3047337,,,N,,,,,,,,,,,,,,,,,,,,,,
"BW - BRIDGES WORLDWIDE HOLDING, SGPS, S.A.",,509985394,2,3880671,3880671,1,,,,,,,Aumento,19/09/2011,833334,em dinheiro,,N,,,,,,,,,,,,,,,,,,,,,,
"BLOOMERS, S.A.",Josefinas,510803601,1,5000,3,(2000; 2000; 1000),quotas,"Design, desenvolvimento e comércio de produtos têxteis, calçado e acessórios de moda",15201 - Fabricação de calçado,14190 - Confecção de outros artigos e acessórios de vestuário,14131 - Confecção de outro vestuário exterior em série,,Constituição,29/11/2013,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"BLOOMERS, S.A.",Josefinas,510803601,2,178990.02,17899002,0.01,nominativas,,,,,,Aumento e Alteração,01/12/2015,173990.02,"124.999,00 euros em espécie e subscrito quanto a 12.500,00 euros por cada uma das sócias Maria Gorete dos Reis Cerqueira da Cunha e Filipa Rodrigues da Silva Júlio Guedes e quanto a 99.999,00 euros pela sócia ""Bloomidea, Lda""; 48.991,02 em numerário e subscrito quanto a 12.500,00 euros por cada uma das sócias Maria Gorete dos Reis Cerqueira da Cunha e Filipa Rodrigues da Silva Júlio Guedes, quanto a 1,00 euro pela nova sócia Sofia Carvalho Oliveira, NIF 238669807, solteira, maior, residente na Rua Prof. Manuel BArroso, 8, Braga e quanto a 23.990,02 pelo sócio ""Fundo de Capital de Risco Portugal Ventures Internacionalização"", NIPC 720012449 gerido por ""Portugal Capital Ventures­Soc de Capital de Risco, S.A."", NIPC 502206128, com sede na Av. Dr. Antunes Guimarães, no 103, Porto.",,Y,15500000,2399002,,,,,,,,,,,,,,,,,,,,
"BLOOMERS, S.A.",Josefinas,510803601,3,208977.54,20897754,0.01,,,,,,,Aumento,03/06/2016,29987.52,"mediante conversão das prestações acessórias, com a emissão de 2.998.752 ações",,,,,,,,,,,,,,,,,,,,,,,,
"CHANGING EXPERIENCE, S.A.",Musikki,510098371,1,100,3,(52; 24; 24),quotas,"Actividade de produção, edição e distribuição de sistemas, tecnologias e conteúdos multimédia e acções conexas de consultoria, comercialização de bens e serviços, difusão de publicidade, promoção e produção de espectáculos, difusão de notícias, informação, reportagens e imagens de qualquer tipo.",62090 - Outras actividades relacionadas com as tecnologias da informação e informática,,,,Constituição,16/12/2011,100,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CHANGING EXPERIENCE, S.A.",Musikki,510098371,2,5100,7,"(52; 2422; 24; 1239; 24; 1239, 100)",quotas,,,,,,Aumento,03/02/2012,5000,"em dinheiro pelos actuais sócios JOÃO JOSÉ DO VALE AFONSO com 2.422,00 Euros, PEDRO LUIS MARQUES DE ALMEIDA com 1.239,00 Euros e JULIANA DE SOUSA TEIXEIRA com 1.239,00 Euros e pelo novo sócio a seguir identificado em 4o lugar com 100,00 Euros",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CHANGING EXPERIENCE, S.A.",Musikki,510098371,3,10100,10,"(52; 2422;2678; 24; 1239; 1161; 24; 1239,1161; 100)",quotas,,,,,,Aumento,28/11/2012,5000,"em numerário, subscrito pelos sócios, João José do Vale Afonso, com a quantia de 2.678,00 euros; Pedro Luís Marques de Almeida, com o montante de 1.161,00 euros e Juliana de Sousa Teixeira, com a quantia de 1.161,00 euros, para criação de novas quotas.",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CHANGING EXPERIENCE, S.A.",Musikki,510098371,4,11417.39,11,"(52; 2422;2678; 24; 1239; 1161; 24; 1239,1161; 100; 1317,39)",quotas,,,,,,Aumento e Alteração,26/03/2013,1317.39,"em dinheiro subscrito totalmente por INTERCAPITAL­INVESTIMENTOS E GESTÃO DE ACTIVOS, S.A., admitida como nova sócia",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CHANGING EXPERIENCE, S.A.",Musikki,510098371,5,11417.39,14,"(52; 2422; 2383,89; 24; 1239; 1022,62; 24; 1239,1022,62; 100; 1317,39; 294,11; 138,38; 138,38)",,,,,,,Alteração,03/04/2013,,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CHANGING EXPERIENCE, S.A.",Musikki,510098371,7,36417.39,14,,quotas,,,,,,Aumento,29/10/2014,25000,"em numerário e subscrito quanto 10.637,04 pelo sócio João José do Vale Afonso, quanto a 5.004,69 pelo sócio Pedro Luis Marques de Almeida, quanto a 5.004,69 pela sócia Juliana de Sousa Teixeira, quanto a 2.884,61 pela sócia ""Intercapital­Investimentos e Gestão de Activos, S.A."" e quanto a 1.468,97 pela sócia ""BGI, S.A.""",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CHANGING EXPERIENCE, S.A.",Musikki,510098371,8,40462.39,15,,quotas,,,,,,Aumento,09/03/2015,4045,"Em dinheiro e subscrito por SMARTEQUITY SGPS, LDA admitido como novo sócio",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CHANGING EXPERIENCE, S.A.",Musikki,510098371,9,40462.39,16,,quotas,,,,,,Aumento,03/06/2015,2224.75,"em dinheiro subscrito por SMARTEQUITY SGPS, LDA, criando uma nova quota.",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CHANGING EXPERIENCE, S.A.",Musikki,510098371,10,40977.07,,,quotas,,,,,,Aumento,12/11/2015,51468,"Novas entradas, em espécie, através de conversão de prestações suplementares no valor nominal de 258,34 subscrito pela sócia INTERCAPITAL­ INVESTIMENTOS E GESTÃO DE ACTIVOS, S.A. e em dinheiro quanto a 256,34, subscrito pela sócia SMARTEQUITY SGPS, LDA",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CHANGING EXPERIENCE, S.A.",Musikki,510098371,12,42447.78,16,,quotas,,,,,,Aumento,30/11/2015,1470.11,em espécie através de conversão de suprimentos,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CHANGING EXPERIENCE, S.A.",Musikki,510098371,13,50000,5000000,0.01,nominativas,,,,,,Aumento e Alteração,16/12/2015,7552.22,"incorporação de prémio de emissão (1.454,66 Euros) e dinheiro (6.097,56 Euros), subscrito pelos sócios João José do Vale Afonso ­ 531,09 Euros, Juliana de Sousa Teixeira ­ 249,77 Euros, Pedro Luís Marques de Almeida ­ 249,77 Euros, INTERCAPITAL ­ INVESTIMENTOS E GESTÃO DE ACTIVOS, S.A. ­ 163,21 Euros, SMARTEQUITY, SGPS, LDA ­ 147,36 Euros, BGI, S.A. ­ 62,40 Euros, CAIXA CAPITAL DE RISCO, S.A. ­ 51,06 Euros e com a admissão para sócia do Fundo de Capital de Risco Portugal Ventures Acelerador de Comercialização de Tecnologia II, gerido por Portugal Ventures ­ Sociedade de Capital de Risco, S.A ­ 6.097,56 Euros.",,Y,4273262,726738,,,,,,,,,,,,,,,,,,,,
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",,513093893,1,5000,3,(1750; 1750; 1500),quotas,Fabricação de equipamentos para tratamento de águas.,"28293 - Fabricação de outras máquinas diversas de uso geral, n. e",,,,Constituição,11/06/2014,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",,513093893,4,117420.57,11742057,0.01,nominativas,,,,,,Aumento e Alteração,07/08/2015,112420.57,"em espécie por ambos os sócios com a quantia de 47.499,50 Euros cada um e e m dinheiro quanto a 17.421,57 Euros pelos novos sócios, Asdrúbal Ponces Ribas Pereira Calisto com 1,00 Euros e Fundo de Capital de Risco Portugal Ventures Early Stage, gerido por Portugal Capital Ventures ­Sociedade de Capital de Risco, S.A. com 17.420,57 Euros",,Y,10000000,1742057,,,,,,,,,,,,,,,,,,,,
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",,513093893,5,127001.88,12700188,0.01,,,,,,,Aumento,23/12/2015,9581.31,"Em dinheiro mediante a emissão de 958131 novas ações de categoria A, com o valor nominal unitário de 0,01",,Y,10000000,2700188,,,,,,,,,,,,,,,,,,,,
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",,513093893,7,146164.51,14616451,0.01,,,,,,,Aumento,18/07/2016,19162.63,"Em numerário, com a emissão de 1.916.263 novas acções da categoria A, com o valor nominal unitário de 0,01 cêntimo, cada.",,Y,10000000,4616451,,,,,,,,,,,,,,,,,,,,
"CUBO ENVIRONMENTAL TECHNOLOGIES, S.A.",,513093893,8,146164.51,14616451,0.01,,"fabricação de equipamentos para tratamento de águas, bem como, o comércio e/ou indústria de bens e tecnologias militares e produtos relacionados com a defesa militar",,,,,Alteração,19/08/2016,0,,,,,,,,,,,,,,,,,,,,,,,,,
"DOCTORGUMMY, LDA",,513249141,1,5000,1,5000,quotas,"Investigação e desenvolvimento em biotecnologia. Fabricação de produtos farmacêuticos de base. Produção, comercialização, importação e exportação de produtos alimentares.",72110 - Investigação e desenvolvimento em biotecnologia,"46390 - Comércio por grosso não especializado de produtos alimentares, bebidas e tabaco",21100 - Fabricação de produtos farmacêuticos de base,,Constituição,29/09/2014,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"DOCTORGUMMY, LDA",,513249141,2,7575.8,2,"(5000; 2575,8)",,,,,,,Aumento,31/12/2014,2575.8,"novas entradas em numerário, subscritas apenas pelo novo sócio, Fundo de Capital de Risco ""Minho Inovação e Internacionalização ­ FCR"", NIPC: 720012821, gerido pela sociedade 2BPARTNER ­ SCR S.A., com criação de quota desse mesmo valor nominal",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"DOCTORGUMMY, LDA",,513249141,4,7575.8,1,7575.8,quotas,,,,,,Alteração,24/02/2015,,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"DOCTORGUMMY, LDA",,513249141,5,7974.53,3,"(7575.8; 132,91; 265,82)",quotas,,,,,,Aumento,12/06/2015,398.73,"novas entradas em numerário subscritas pela admissão das novas sócias, Capital Disperso, LDA, com 132,91 e Fast Sharks Invest, LDA, com 265,82, criando­se 2 novas quotas do correspondente valor nominal",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"DOCTORGUMMY, LDA",,513249141,6,7974.53,3,"(7575.8; 132,91; 265,82)",quotas,,,,,,Alteração,23/06/2016,,reuniao de quotas todas no mesmo sócio,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"EPEDAL, SGPS S.A.",,508077036,1,50000,10000,5,,Gestão de participações sociais noutras sociedades como forma indirecta de exercício de actividades económicas.,64202 - Actividades das sociedades gestoras de participações sociais não financeiras,,,,Constituição,12/04/2007,,,,N,,,,,,,,,,,,,,,,,,,,,,
"EPEDAL, SGPS S.A.",,508077036,2,74540,14908,5,,,,,,,Aumento,19/09/2013,24540,Em dinheiro,,N,,,,,,,,,,,,,,,,,,,,,,
"EPEDAL, SGPS S.A.",,508077036,4,87780,17556,5,nominativas,,,,,,Aumento,06/04/2015,13240,"Realizado em numerário mediante a emissão de 2648 novas acções ordinárias com o valor nominal de 5,00 cada.",,N,,,,,,,,,,,,,,,,,,,,,,
"FASTINOV, S.A.",,510740898,1,3000,3,(1000;1000;1000),quotas,Investigação e desenvolvimento em biotecnologia.,72110 - Investigação e desenvolvimento em biotecnologia,,,,Constituição,28/06/2013,3000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"FASTINOV, S.A.",,510740898,3,58000,5800000,0.01,"Nominativas ou ao portador, reciprocamente convertíveis e são representadas por titulos de 5, 10, 20, 50, 500 e 1000 ações",,,,,,Aumento e Alteração,03/09/2015,55000,Entrada em numerário com reforço das quotas dos sócios existentes e com entrada de dois novos sócios,,N,,,,,,,,,,,,,,,,,,,,,,
"FASTINOV, S.A.",,510740898,4,84760,8476000,0.01,,,,,,,Aumento e Alteração,09/12/2015,26760,"Em dinheiro, por dois novos accionistas, pela emissão de 2.676.000 novas acções",,Y,5800000,828000,,,,,,,,,,,,,,,1848000,,,,,
"FASTINOV, S.A.",,510740898,6,90760,9076000,0.01,,"investigação e desenvolvimento em biotecnologia, fabrico de dispositivos médicos de diagnóstico in vitro, armazenamento, distribuição e comercialização de dispositivos de diagnóstico in vitro, prestação de serviços e consultoria em biotecnologia.",,,,,Aumento e Alteração,21/03/2016,6000,realizado em dinheiro e subscrito por um accioista,,Y,5800000,2628000,,,,,,,,,,,,,,,648000,,,,,
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",,510803598,1,5000,2,(4900; 100),quotas,"Comércio por grosso, a retalho, por correspondência e via internet, importação e exportação de uma grande variedade de mercadorias, nomeadamente produtos têxteis, vestuário, calçado, artigos de decoração, acessórios de moda e de casa, bijutaria, mobiliário, artigos de cosmética, beleza e bem estar, produtos alimentares e gourmet, produtos e acessórios de informática e de telecomunicações, publicidade e marketing;Prestação de serviços de consultoria nas áreas atrás mencionadas e outras com excepção da área juridica",47910 - Comércio a retalho por correspondência ou via Internet,"47820 - Comércio a retalho em bancas, feiras e unidades móveis de venda, de têxteis, vestuário, calçado, malas e similares","47721 - Comércio a retalho de calçado, em estabelecimentos especializados",,Constituição,10/09/2013,,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",,510803598,3,505000,4,(425000; 50100; 25000; 4900),quotas,,,,,,Aumento,25/11/2013,500000,"Em dinheiro, no montante de 50.000,00 euros, subscrito pela sócia Aytea Leticia Alvarez Amandi Bengoechea; em dinheiro, no montante de 25.000,00 euros, subscrito pela nova sócia Marta Sanches Lopes e em espécie, no montante de 425.000,00 euros, subscrito pela nova sócia ""Gest 2010 Consultadoria, Lda"". ­",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"GORGEOUSDETAILS, S.A. - SOCIEDADE EM LIQUIDAÇÃO",,510803598,4,692000,69200000,0.01,"nominativas, tituladas ou escriturais",,,,,,Aumento e Alteração,30/01/2014,187000,"46.000,00 euros em prestações suplentares, subscrito quanto a 23.580,00 euros subscrito pelo sócio Pedro Manuel Bastos Mendes Rezende e quanto a 22.420,00 euros pela sócia Gest 2010 ­ Consultadoria, Lda e quanto a 141.000,00 euros em numerário, subscrito quanto a 121.000,00 euros pela nova sócia Fundo de Capital de Risco Indústrias Criativas ­NIPC 720012589 gereido por Portugal Capital Ventures ­ Sociedade de Capital de Risco, S.A., Av. Dr. Antunes Guimarães , no 103, Porto e 20.000,00 euros pela nova sócia, Simum, SGPS, S.A., Rua Tierno Galvan, Torre 3, Amoreiras, 17o Piso, Lisboa ­ NIPC 507073320",,,,,,,,,,,,,,,,,,,,,,,,
